nick	n_matches	Assassin_avg_kda	Assassin_avg_dmg	Assassin_avg_wr	Assassin_var_kda	Assassin_var_dmg	Assassin_var_wr	Assassin_weight	Fighter_avg_kda	Fighter_avg_dmg	Fighter_avg_wr	Fighter_var_kda	Fighter_var_dmg	Fighter_var_wr	Fighter_weight	Mage_avg_kda	Mage_avg_dmg	Mage_avg_wr	Mage_var_kda	Mage_var_dmg	Mage_var_wr	Mage_weight	Marksman_avg_kda	Marksman_avg_dmg	Marksman_avg_wr	Marksman_var_kda	Marksman_var_dmg	Marksman_var_wr	Marksman_weight	Support_avg_kda	Support_avg_dmg	Support_avg_wr	Support_var_kda	Support_var_dmg	Support_var_wr	Support_weight	Tank_avg_kda	Tank_avg_dmg	Tank_avg_wr	Tank_var_kda	Tank_var_dmg	Tank_var_wr	Tank_weight	Assassin_avg_goldEarned	Assassin_avg_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_avg_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_goldEarned	Assassin_var_totalDamageTaken	Assassin_var_totalMinionsKilled	Assassin_var_visionScore	Assassin_var_visionWardsBoughtInGame	Fighter_avg_goldEarned	Fighter_avg_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_avg_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_goldEarned	Fighter_var_totalDamageTaken	Fighter_var_totalMinionsKilled	Fighter_var_visionScore	Fighter_var_visionWardsBoughtInGame	Mage_avg_goldEarned	Mage_avg_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_avg_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_goldEarned	Mage_var_totalDamageTaken	Mage_var_totalMinionsKilled	Mage_var_visionScore	Mage_var_visionWardsBoughtInGame	Marksman_avg_goldEarned	Marksman_avg_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_avg_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_goldEarned	Marksman_var_totalDamageTaken	Marksman_var_totalMinionsKilled	Marksman_var_visionScore	Marksman_var_visionWardsBoughtInGame	Support_avg_goldEarned	Support_avg_totalDamageTaken	Support_avg_totalMinionsKilled	Support_avg_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_goldEarned	Support_var_totalDamageTaken	Support_var_totalMinionsKilled	Support_var_visionScore	Support_var_visionWardsBoughtInGame	Tank_avg_goldEarned	Tank_avg_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_avg_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_goldEarned	Tank_var_totalDamageTaken	Tank_var_totalMinionsKilled	Tank_var_visionScore	Tank_var_visionWardsBoughtInGame	solo_q_tier	solo_q_division	flex_tier	flex_division
Ag1	855	1.7389498603599998	1573655.65625	0.46875	0.048935287873400006	716898041502.0	0.0370136335784	32	1.96198276903	12690369.9913	0.518518518519	0.191280121463	71907758599500.0	0.0147905925919	459	1.8880082995700003	1224617.19753	0.48148148148100006	0.120035288216	264325794223.0	0.0416420860704	81	1.82626234727	2512664.07778	0.48888888888899995	0.497956549841	2934086901560.0	0.041784061672900004	90	2.3504358254400004	589310.321429	0.428571428571	0.9010869435700001	638241004928.0	0.0707908163265	28	2.18414465558	3709005.12791	0.546511627907	0.557884451245	6739397804270.0	0.043985939507400006	86	10867.5454545	10696689.5813	26640.787878799998	90555022.65200001	36.3939393939	407.026629936	0.0	0.0	2.48484848485	4.6134067952199995	12029.2346939	15603457.7061	30941.189795899998	180866492.04400003	82.193877551	3553.16445231	3.3020408163300004	118.74550603899999	2.29183673469	5.33319866722	10985.695122	16582809.3095	20427.768292700002	82448868.3488	73.6219512195	4866.35707912	3.30487804878	215.577781083	3.7804878048800004	10.2688875669	11300.5514019	14214003.480999999	20601.6168224	90058893.9373	130.61682243	7534.98401607	5.8691588785	124.91746004	1.23364485981	3.11363437855	9244.8125	10112880.1523	21128.96875	121269822.718	37.9375	1798.80859375	6.5	493.6875	4.21875	13.6708984375	10418.5225225	9091650.57382	26220.0900901	93062508.7667	52.6846846847	2281.7474230999997	5.00900900901	144.333252171	1.88288288288	3.3106079052	DIAMOND	IV	PLATINUM	III	
Agahtor	365	2.70405743283	979565.5294120001	0.470588235294	1.9209385958200003	255237423158.0	0.060409457900800004	34	4.867980734800001	872213.6785709999	0.642857142857	17.7798020108	259032487925.0	0.10119047618999999	28	2.91944333533	2296546.08434	0.518072289157	1.16509464872	2241898194120.0	0.0417353118881	83	2.95754860485	3416786.29947	0.5187165775399999	0.378954613012	5277842093810.0	0.0159584435163	187	5.5	104056.5	0.625	3.75	1345923843.75	0.05104166666669999	8	4.167128427130001	198343.333333	0.666666666667	12.0115728832	15035111066.0	0.155555555556	15	11631.114285700001	13910642.9584	21298.6	74899436.0686	156.971428571	3706.14204082	1.5428571428600002	25.391020408200003	0.257142857143	0.191020408163	13813.7857143	11889273.3827	32145.5714286	149843561.245	148.892857143	8966.66709184	2.0	42.9285714286	0.17857142857099997	0.146683673469	11420.790697700002	22391398.0957	15739.8255814	100713710.004	179.651162791	5502.94808004	0.0	0.0	0.767441860465	0.6668469442939999	12576.6596859	16732292.5491	19453.6282723	75502617.0922	190.30366492099998	3464.92349442	2.65968586387	38.8318302678	0.125654450262	0.12033661357999999	8752.55555556	10634760.6914	15591.4444444	74571028.2469	25.555555555599998	354.24691358	0.0	0.0	1.33333333333	1.33333333333	11560.1875	16098619.1523	29096.6875	278031168.215	116.875	8738.234375	4.5625	141.37109375	1.0	1.0	DIAMOND	V	PLATINUM	V	
Aiohu	242	2.65823216638	1600661.7272700001	0.5227272727269999	0.407506862337	629196079283.0	0.0245466023875	44	2.05203352567	1500911.11765	0.470588235294	0.104616539386	1463280932480.0	0.069723183391	34	3.0032507516400004	1505956.76364	0.6	0.261162235225	611365556387.0	0.0799197860963	55	2.42005444942	1079541.28571	0.52380952381	0.526103459396	576424571799.0	0.05797575440430001	42	2.22655122655	57061.1428571	0.428571428571	0.33633177789000007	80323293.2653	0.030612244898	7	5.262505002	335463.285714	0.428571428571	27.558919286	42135298879.3	0.07823129251699999	7	11808.685185200002	21370164.6972	20378.2592593	96702729.4883	164.296296296	5327.80109739	0.0	0.0	0.7037037037039999	0.319615912209	13092.466666700002	18578309.2267	26414.6	119314997.662	185.33333333299998	9577.82222222	1.46666666667	35.0933333333	0.46666666666699996	0.293333333333	13390.6323529	15895852.7325	20594.9705882	83883962.0874	209.279411765	3634.11310554	1.20588235294	28.163494809699998	0.647058823529	0.375432525952	11216.8983051	32410787.5829	17576.406779700003	100966727.46200001	181.06779661	7748.5038782	0.0	0.0	0.23728813559300002	0.1809824763	8132.28571429	4810463.91837	21537.7142857	114926978.204	22.8571428571	325.83673469400003	0.0	0.0	0.8571428571430001	0.122448979592	11408.0	25551300.4444	28115.6666667	220522648.88900003	172.88888888900001	6261.65432099	0.0	0.0	0.555555555556	0.246913580247	DIAMOND	V	PLATINUM	V	
Aisian	376	1.6666666666699999	131549.2	0.0	0.40833333333300004	1755865938.96	0.0	5	3.03554624348	1431151.0303	0.606060606061	0.5357023737659999	1095817627450.0	0.0483173985848	33	3.4660473531300005	3384257.40909	0.5606060606059999	0.641867065705	6061292212260.0	0.015080228118499999	66	3.6938243214399997	719423.157895	0.578947368421	5.05426701831	127705493495.0	0.10341643582599999	19	3.56646569458	836471.9581149999	0.565445026178	0.503531564212	201894629754.0	0.0122477563097	191	2.82738095238	163993.833333	0.416666666667	1.13079294218	16304994322.3	0.1875	12	11057.8	4502517.36	28169.2	54064698.56	122.0	6501.2	20.0	107.6	2.2	0.56	12839.714285700002	16547274.2993	30217.7857143	185033621.978	183.97619047599997	6669.35657596	10.619047619	193.378684807	1.95238095238	1.42630385488	12045.405063299999	16105398.0638	14540.3924051	51707943.0485	171.101265823	4625.76189713	8.6835443038	160.570741868	1.3164556962	1.50745072905	13426.888888899999	23500274.0247	21182.407407400002	107611534.83399999	201.33333333299998	5414.74074074	14.777777777799999	361.28395061699996	1.33333333333	0.814814814815	8923.71291866	9443826.9128	15360.913875600001	56585400.4615	24.023923445	1090.98028891	6.46889952153	321.646161947	2.06220095694	1.54158558641	10069.214285700002	12165809.5969	28029.5714286	238024402.102	118.428571429	6754.95918367	10.0714285714	250.923469388	2.0714285714300003	0.923469387755	DIAMOND	V	GOLD	II	
Akihito Senpai	247	3.21742424242	10668141.8977	0.590909090909	0.301593657871	15527559689900.0	0.00990240321879	88	2.81959021411	4425338.09877	0.555555555556	0.40709553547399996	2818737380740.0	0.023916412805300002	81	2.98336438213	3682956.25806	0.677419354839	2.7122247533599997	2406137211610.0	0.0236836628512	31	2.8676470588200003	747494.5	0.4	0.768151672434	137805296455.0	0.0685714285714	10	3.2067493112900003	72833.1818182	0.45454545454499995	0.890711987772	1266867479.79	0.050964187327800003	11	3.66666666667	328774.0	0.666666666667	0.0	0.0	0.0	3	13202.5164835	23226864.0959	20854.1428571	108977864.386	179.60439560400002	6722.96437628	5.48351648352	145.832145876	0.626373626374	0.387875860403	11162.89	15310592.5379	22669.83	153973987.361	88.51	6187.5299	2.05	44.1675	0.35	0.2875	13293.15625	17517897.5693	30778.0625	206017231.996	202.6875	4923.08984375	5.96875	92.2802734375	0.59375	0.4912109375	11213.7	5813315.01	16560.6	53177572.24	74.4	4054.84	1.3	15.21	0.5	0.25	8776.18181818	6286627.05785	15883.5454545	48990563.5207	26.6363636364	273.867768595	12.6363636364	466.595041322	1.09090909091	0.0826446280992	10792.3333333	213576.222222	19543.3333333	9248788.22222	177.0	258.666666667	0.0	0.0	1.33333333333	0.222222222222	DIAMOND	V	DIAMOND	III	
AlLaNpLz	847	2.13524780414	2255543.15873	0.444444444444	0.0300940648765	1887809047100.0	0.017176386224	63	2.2609026828400003	5308983.84127	0.492063492063	0.318534826045	5895238526800.0	0.0124651875968	189	2.51875069965	2707010.99338	0.49006622516599996	0.409367813327	2908614388520.0	0.0295530670997	151	2.7690905508999997	7793612.7994	0.577844311377	0.160769338408	18437998986000.0	0.0182848841635	334	2.80078026602	572265.935484	0.596774193548	0.290169283511	100807210741.0	0.012488707962200002	62	2.61111258048	404671.730769	0.653846153846	0.300106311768	1944717439.5	0.0313609467456	26	12718.5692308	16934195.476	24121.5230769	76388906.7725	154.46153846200002	4232.31005917	3.38461538462	122.852071006	1.01538461538	1.09207100592	12007.0051282	16671356.7846	28181.7333333	163529098.575	128.312820513	10394.4713741	4.69743589744	119.626403682	1.24615384615	1.19069033531	12629.7777778	17756033.8853	22121.8954248	171587797.231	183.006535948	4621.39211414	5.93464052288	123.49899611299999	0.751633986928	0.722628049041	13148.0758017	18073640.21	19593.346938799998	68417844.5881	196.189504373	4371.55884028	3.1982507288599997	49.9257112258	0.19533527696800002	0.20965754065099998	9543.125	12122620.2969	18675.796875	80840971.3181	33.84375	1916.63183594	14.71875	662.514648438	2.59375	3.5849609375	10039.074074099999	10689958.9575	31064.8888889	184279657.21	38.8518518519	1063.97805213	2.37037037037	86.8998628258	2.1851851851900004	1.18792866941	DIAMOND	IV	PLATINUM	IV	
AlaNFaker of SC 	127	2.55188387194	966986.7272729999	0.545454545455	0.250977424922	215941865005.0	0.050964187327800003	22	2.55272716404	9135517.82927	0.512195121951	0.577206222856	37398567965200.0	0.0481123449446	82	2.8320799026700003	438936.066667	0.33333333333299997	2.4868628693400003	43206999375.7	0.0888888888889	15	2.7	122198.5	0.5	0.49	1155490056.25	0.25	2	2.52380952381	145424.333333	0.33333333333299997	0.222222222222	4252940506.89	0.0555555555556	3	1.7321428571400002	142427.666667	0.0	0.667304421769	1119309611.56	0.0	3	12113.2380952	8825684.6576	22603.190476199998	67213217.7732	169.142857143	5949.55102041	0.0	0.0	1.14285714286	0.6938775510199999	13287.8795181	18451808.0578	25013.4096386	137534714.411	203.542168675	4519.16388445	0.08433734939760001	0.58324865728	1.57831325301	1.20772245609	11752.866666700002	9461049.71556	15028.4666667	24161228.6489	185.4	2300.10666667	2.26666666667	38.1955555556	1.13333333333	0.915555555556	10646.0	6456681.0	16405.5	912980.25	159.5	56.25	0.0	0.0	0.0	0.0	12274.3333333	3251169.55556	24568.0	74166600.6667	85.0	1736.0	0.0	0.0	2.0	0.666666666667	11460.6666667	902040.2222219999	30728.3333333	77338950.8889	184.0	1262.0	1.0	2.0	0.666666666667	0.222222222222	DIAMOND	V	nan	nan	
Alabur	393	2.01032913165	431679.125	0.3125	1.4485435795	64622663969.0	0.100260416667	16	2.87092100578	4420962.43503	0.5762711864410001	1.6874301140399999	5720861552530.0	0.038107833094900005	177	2.1021669523299997	539139.153846	0.192307692308	0.47838652472099996	54720159242.5	0.09571005917160001	26	2.27327674049	1654240.23333	0.33333333333299997	0.8762949787559999	334336412899.0	0.0343664206164	60	4.69232710045	3186125.87037	0.666666666667	2.63110670192	14321365870900.0	0.036860670194	54	2.97882654137	456403.45714300004	0.371428571429	2.21576249622	100341164178.0	0.09394557823130001	35	10289.133333299998	14170383.7156	23581.2666667	54603590.0622	64.0666666667	5895.12888889	1.6	35.84	2.26666666667	3.39555555556	12063.408602200001	14273262.3814	28574.7096774	130597597.195	71.8279569892	6736.74459475	2.48924731183	88.89504567	3.0698924731200004	4.3660827841400005	13209.6538462	9314612.99556	21218.576923099998	58547770.6287	210.73076923099998	6132.35059172	4.80769230769	298.309171598	2.0	2.3076923076900004	13423.2028986	26308071.1472	20949.6956522	107973590.47299999	222.289855072	5557.04641882	1.4057971014500001	31.5744591472	0.536231884058	0.567527830288	10063.4385965	10640653.3339	18040.210526299998	52459166.1662	27.964912280700002	472.98122499199997	8.75438596491	610.360726377	5.1052631578900005	10.7257617729	11256.325	18087182.4694	30714.85	227176377.728	102.7	8801.86	3.55	162.7475	2.575	4.894375	DIAMOND	V	PLATINUM	I	
Aleec	517	3.02521008403	3200541.0	0.636363636364	1.97215226305e-31	0.0	0.0	22	3.1875	422987.25	0.5	0.06380208333330001	16820032335.2	0.08333333333330001	4	3.32916111786	741874.352941	0.470588235294	0.133709237763	117444919821.0	0.0245317734937	34	2.5036039229599996	1594911.84848	0.363636363636	0.618286261936	920078963687.0	0.0345795618523	33	5.3309031975300005	1090560.26316	0.523391812865	0.646504795844	137305866169.0	0.0014660393395599998	342	4.85833333333	129143.75	0.625	24.686319444400002	3345325.1875	0.06770833333330001	8	11530.7391304	16021089.4102	26077.478260900003	105546658.25	34.9565217391	396.12854442300005	2.6521739130400004	57.0094517958	0.0	0.0	11075.6	36388279.44	21794.6	183032457.04	173.4	12455.44	0.0	0.0	0.2	0.16	10680.8974359	14453830.5023	14831.5897436	68354653.165	84.4615384615	4506.76134122	10.1538461538	737.668639053	2.0	5.38461538462	10696.794871799999	25332829.4451	15078.8461538	66260444.1302	172.025641026	5720.94806049	3.38461538462	100.800788955	0.538461538462	0.556213017751	9008.98258706	9944408.64895	12805.8606965	45480961.1	14.609452736300002	354.760408158	10.288557213899999	701.2351426939999	2.81094527363	7.80007920596	8186.22222222	10244319.7284	21813.3333333	111562872.44399999	28.444444444400002	126.24691358	26.1111111111	830.320987654	3.88888888889	10.765432098800002	DIAMOND	V	DIAMOND	V	
Alluzion	440	1.7654788011700002	1248576.0833299998	0.33333333333299997	0.330276839655	905025361889.0	0.045405982906	24	3.0149555474299996	2608532.68675	0.614457831325	0.202585345927	1805148582140.0	0.013503161242200001	83	2.7932908906900002	978661.847458	0.508474576271	0.7129567039370001	300018611937.0	0.043945175371400004	59	3.27747747175	1742331.24762	0.533333333333	0.314962806598	368822682954.0	0.0056510685082100005	105	3.95671301416	608925.643836	0.493150684932	2.6578314435299997	159537279474.0	0.0185618753549	73	3.02531744963	322291.210526	0.6842105263160001	0.376033235301	32371514752.5	0.056417359187400005	19	11649.3461538	18116124.1494	27739.846153799997	187811023.515	77.0384615385	3710.34467456	3.69230769231	108.905325444	1.6153846153799998	2.31360946746	12411.019801999999	16178995.9996	25631.980197999997	130568414.73200001	91.9108910891	8502.37819822	4.396039603959999	180.991667484	1.36633663366	2.15292618371	11381.7681159	14309896.468	16407.130434799998	64697116.0265	108.869565217	7045.9105230000005	2.28985507246	158.988447805	2.5652173913	8.419659735349999	11877.8717949	17903148.5733	15965.820512799999	55185615.4464	170.111111111	5791.29534663	0.700854700855	18.7053838849	1.2393162393200001	2.13076192563	8707.93137255	6700599.1227400005	16380.6960784	60337380.1723	23.3137254902	204.11726259099999	6.284313725490001	346.37995001900003	2.7549019607800003	6.734044598230001	10250.88	13424592.9056	23611.48	165157669.93	96.68	6238.8576	0.0	0.0	1.52	2.0096	DIAMOND	V	DIAMOND	V	
Aly sin	299	2.27532158508	2002513.77778	0.42592592592600004	0.12183529232200001	980996297428.0	0.021024585839400003	54	3.1229435054000003	11041110.648	0.632	0.23594756858600002	18737622824200.0	0.0126325656566	125	2.25157933854	422068.15384600003	0.307692307692	0.28764921613899996	32066342594.1	0.155325443787	13	2.8671023965099995	495994.333333	0.33333333333299997	0.593314062493	10146760997.6	0.0555555555556	6	2.7857518871	199233.333333	0.555555555556	0.43456237433399997	5355737685.56	0.012786596119899999	18	3.4558201058199995	249590.333333	0.5	5.6220420061	18338289677.9	0.25	6	11998.6521739	19168277.5602	24298.8115942	122329930.356	107.492753623	5959.72820836	0.739130434783	13.526149968499999	1.57971014493	1.63495064062	12337.9879518	16237431.9155	30183.7891566	155777769.73299998	67.9819277108	3433.4876251999995	5.33734939759	215.85005080599998	1.3253012048200001	1.7255044273500002	12171.529411799998	19737344.955	18149.7647059	70832053.47399999	135.058823529	7246.4083045	1.94117647059	60.29065743939999	1.82352941176	1.43944636678	11680.3	33345079.81	19014.2	134573884.56	146.6	5294.04	0.0	0.0	0.8	0.56	9953.67857143	15600346.2181	20910.25	97627917.0446	31.714285714299997	582.418367347	5.21428571429	274.596938776	3.5714285714300003	6.0306122449	11290.6666667	8640186.88889	29725.5555556	58994572.0247	102.666666667	5643.11111111	5.44444444444	60.2469135802	2.55555555556	1.35802469136	DIAMOND	V	PLATINUM	III	
Amazing	287	2.6209862187	1451724.5	0.462962962963	0.45853915362099995	787575837162.0	0.0505423568604	54	2.75789801709	2033679.6	0.5545454545449999	1.64059289709	2202394428320.0	0.0548150334514	110	3.26961679357	2991148.59375	0.609375	3.25302621897	4269039490780.0	0.0437969132966	64	2.67922533607	438790.066667	0.4	1.79141227583	61355973806.9	0.08222222222219999	30	4.03812636166	94473.6666667	0.444444444444	1.7768421215	2052440204.89	0.0987654320988	9	5.570553221290001	203722.375	0.625	55.655514503599996	3641058059.73	0.046875	8	11748.375	15111191.1272	26745.625	132027219.09200001	107.464285714	5608.17729592	3.4285714285699997	81.8520408163	1.44642857143	0.8899872448980001	11644.756521700001	17201325.019	25734.7565217	167892635.558	124.08695652200001	7037.59243856	1.79130434783	45.1564461248	1.1565217391299998	0.966805293006	12771.890625	14767692.9724	19384.171875	97206504.3923	193.375	3261.515625	0.5	5.46875	1.234375	0.741943359375	12101.272727299998	17388431.6529	20619.787878799998	81057804.4096	186.151515152	4220.06795225	2.48484848485	36.5528007346	0.69696969697	0.514233241506	9012.4	11065157.24	18997.4	66604967.84	37.7	397.01	6.6	184.04	1.3	0.81	10357.0	18888941.7778	22441.3333333	137017362.444	142.777777778	6482.17283951	0.0	0.0	1.0	0.444444444444	DIAMOND	V	GOLD	I	
Amphy	224	0.9125	401089.0	0.0	0.03796875	29483839488.0	0.0	4	2.10730804812	8448464.0604	0.530201342282	0.0992658630129	10390485923100.0	0.00871628184137	149	1.8	486456.2	0.2	0.16	48533676173.0	0.01	5	2.08392181376	2546203.07143	0.46428571428599996	0.0793141984862	1890750231090.0	0.00646258503401	28	2.4665634674900003	3612496.7058800003	0.647058823529	0.0807575075003	5073775765220.0	0.000922722029988	17	1.9672040094	652618.545455	0.636363636364	0.122989791845	86653988320.8	0.0409287682015	11	11045.75	7223639.1875	30567.0	88484609.0	46.25	501.1875	3.75	42.1875	0.75	0.6875	11475.943038	16961692.3322	27372.1202532	145913780.194	66.8860759494	3531.43005929	10.5759493671	281.358155744	0.430379746835	0.44768466591899997	11702.8	9922038.16	18810.4	8129278.64	147.4	4556.24	6.8	184.96	0.0	0.0	12538.172413799999	23767213.3841	24730.0	164724913.51700002	168.344827586	4957.81212842	3.5517241379300004	51.488703923900005	0.103448275862	0.0927467300832	10337.3529412	5862931.40484	21688.941176499997	58359369.2318	17.705882352899998	52.0899653979	8.529411764710002	262.01384083	0.41176470588200004	0.359861591696	10819.909090899999	4179895.7190099997	28757.8181818	55584767.0579	153.0	3943.63636364	6.454545454550001	220.611570248	0.363636363636	0.231404958678	DIAMOND	V	PLATINUM	I	
Andreza	846	2.53479059992	8890156.5	0.475	0.00661286615929	10671336747300.0	0.0073131443299	120	1.5806463393	242308.176471	0.294117647059	0.419013495518	21117540179.0	0.0899653979239	17	2.7352990975200004	4476162.6934	0.5	0.5187229054	11726893270800.0	0.017940527686599997	212	2.53960605636	3906154.93434	0.540404040404	0.13716938454299998	6065731996550.0	0.017096398292100003	198	3.56731574637	1663328.96761	0.587044534413	0.229045283232	903127260549.0	0.006922354477680001	247	1.9560833902900001	128739.727273	0.45454545454499995	0.483698433152	4434513376.93	0.187327823691	11	12577.628099200001	14062505.1757	21562.0909091	77296974.9587	155.165289256	2106.964415	1.0826446281	25.745235981100002	0.00826446280992	0.00819616146438	10175.0588235	5878447.467130001	22825.7058824	61663122.9135	130.0	2436.94117647	0.35294117647100004	1.9930795847799998	0.235294117647	0.179930795848	12121.443946200001	13341393.0451	17949.206278	66525903.9126	163.197309417	4016.00591204	1.7892376681599997	25.9062518852	0.313901345291	0.349896438698	12653.714285700002	20899480.3239	20073.847926299997	87271034.8386	185.253456221	3883.07400879	0.7695852534559999	11.7625772473	0.235023041475	0.207436981036	10014.2840467	8537245.907639999	19874.754863799997	78448005.4691	39.8677042802	1835.13424882	2.15175097276	48.665687595600005	1.20233463035	0.970733849112	9824.63636364	3934042.7768599996	24482.5454545	49404392.4298	102.818181818	3617.78512397	0.0	0.0	0.272727272727	0.380165289256	DIAMOND	V	DIAMOND	IV	
Andrinho GoD 	353	2.73126308036	3456187.6521699997	0.608695652174	0.295719502489	4048260555400.0	0.0340789750053	46	2.51415952469	4812050.3186800005	0.582417582418	0.525192201305	14769953584600.0	0.05363500967899999	91	3.3196851652499997	1106975.0	0.5	1.25922173034	290207030687.0	0.0661157024793	22	2.55355675086	4418527.675	0.533333333333	0.199382659593	11319574685600.0	0.026477702192	120	3.57415458937	741614.7	0.5	1.67034534061	1000932150220.0	0.031666666666700004	20	2.98152038593	1475895.82143	0.428571428571	1.5540293790600002	1065010873460.0	0.0489945978391	28	13620.7777778	15108375.6395	28450.0666667	99295230.5511	87.0222222222	3392.95506173	0.0	0.0	0.044444444444399996	0.042469135802499995	13115.17	23026761.2811	25994.82	177240438.268	200.02	7838.3596	0.54	7.6684	0.1	0.09	11418.0714286	23214707.351999998	15396.642857100001	53052884.1582	176.25	7837.75892857	0.0	0.0	0.107142857143	0.0956632653061	13133.192307700001	18573844.5707	20667.7692308	72766784.8698	212.03846153799998	4608.42159763	0.24615384615400002	2.60094674556	0.0692307692308	0.06443786982250001	8919.95238095	13682630.9977	15204.9047619	78888002.6576	26.190476190500004	721.963718821	3.04761904762	19.8548752834	0.47619047618999993	0.439909297052	10976.4482759	18888786.937	26872.137931	153798725.912	140.896551724	7338.09274673	0.0	0.0	0.0	0.0	DIAMOND	V	GOLD	I	
Animker	383	1.83321106119	2365690.86047	0.53488372093	0.0445191234471	2221913463140.0	0.0249459167117	43	2.2398252163900003	10659832.7842	0.552631578947	0.18795546123	39097423779300.0	0.0123730079164	190	2.57128258014	1054656.3333299998	0.5714285714289999	0.41982790043000007	419172125644.0	0.0459183673469	42	1.7537982657	772575.869565	0.478260869565	0.24269882801399997	187435883657.0	0.0548633785874	23	2.3475012139599998	349255.535714	0.357142857143	0.276665255445	29491976015.8	0.039675870348099995	28	2.5260734157700004	866388.1395350001	0.5581395348839999	0.745632025934	218912395141.0	0.082721677097	43	12718.733333299999	13624057.6622	27306.3555556	129379974.629	158.733333333	7779.39555556	1.37777777778	41.2128395062	0.955555555556	0.753580246914	11750.070707100002	12677219.5001	29859.1464646	154812958.29700002	77.5505050505	6033.58078257	7.560606060610001	380.902892562	1.28282828283	1.4250586674799999	12886.5116279	12293096.3429	23873.302325599998	103759961.606	164.651162791	4316.13412655	0.883720930233	16.195781503499997	0.7441860465119999	0.79502433748	11485.5	16467679.4167	19820.7916667	61868763.4149	176.29166666700002	4278.12326389	1.9583333333300001	36.8732638889	0.416666666667	0.409722222222	8340.23333333	13316456.5789	20373.9333333	126156650.26200001	41.3333333333	2086.95555556	2.36666666667	162.432222222	2.63333333333	3.43222222222	10974.6976744	10615294.8621	27008.441860500003	125691276.52600001	106.27906976700001	6729.3174689	3.2558139534900006	162.608977826	1.5116279069799998	1.55219037317	DIAMOND	V	SILVER	II	
AnonymousOver	355	2.1872018772099997	3964257.75	0.590909090909	0.0242034507407	3051849852260.0	0.00821280991736	44	1.98703627312	731387.764706	0.45098039215700003	0.796615040657	253014530812.0	0.0700124078152	51	2.1992105716799997	2709215.60952	0.5714285714289999	0.17476857168200002	1258776687030.0	0.0234013605442	105	2.6099829568599997	889990.96875	0.59375	0.477268469204	167049565156.0	0.04225260416669999	32	3.30473995074	1459434.46939	0.6938775510199999	0.150010318253	627235302309.0	0.0030555450380500004	49	2.64744540172	370081.086957	0.478260869565	9.83953704647	44991225136.5	0.0560491493384	23	11739.8478261	10966481.6508	27758.826087	119992866.70899999	154.108695652	5971.27079395	2.8043478260900003	110.02693761799999	1.10869565217	1.9664461247599998	10135.6478873	17246139.3267	26039.7464789	231495488.133	120.985915493	6506.1547312	1.76056338028	57.083515175600006	0.408450704225	0.945844078556	10645.3870968	9645198.73725	18921.6290323	103970392.991	166.403225806	3518.70837669	0.0	0.0	0.209677419355	0.536680541103	13156.857142899999	22869185.7224	20738.3714286	95832669.8906	203.28571428599997	5754.54693878	1.2857142857100001	18.8326530612	0.714285714286	1.00408163265	9853.70588235	8497421.69781	18276.2352941	58868257.2388	95.431372549	6233.53940792	2.58823529412	115.693194925	1.94117647059	4.91810841984	9063.92857143	14971742.352	25129.1428571	178605616.48	128.357142857	5538.80102041	0.214285714286	1.23979591837	0.678571428571	1.5038265306099998	DIAMOND	III	DIAMOND	III	
Arimon	134	3.07177292405	11251417.619	0.678571428571	0.296771128667	13599569397400.0	0.0292233560091	84	2.8632996633	198861.88888900002	0.555555555556	2.98181908876	10305747569.9	0.246913580247	9	4.35562770563	113604.0	0.5	27.289011169200002	3211437733.67	0.166666666667	6	2.35876623377	222277.5	0.5	1.44715856384	12486936419.9	0.08333333333330001	6	6.6875	56533.75	0.5	88.69921875	182672131.688	0.08333333333330001	4	3.85	173981.8	0.6	1.60875	6755167542.96	0.14	5	12589.764044900001	16364743.7533	23513.988763999998	95809141.2021	69.9550561798	1937.36876657	2.67415730337	92.1522535033	2.24719101124	2.92766064891	10481.25	10860883.0875	26191.6	220772998.04	49.4	2508.54	3.05	84.9475	1.3	3.01	11461.1666667	6407655.13889	18413.3333333	76678244.2222	100.5	4064.58333333	0.0	0.0	3.5	2.25	12248.0	16452437.3333	20159.5	53448493.25	120.666666667	5505.55555556	0.0	0.0	3.33333333333	10.5555555556	6742.0	10004832.8	13972.8	100482871.76	25.8	154.96	5.6	125.44	1.2	1.36	12336.75	4500627.1875	33496.375	172430565.23400003	58.875	646.109375	26.5	1226.5	2.375	6.484375	DIAMOND	V	GOLD	III	
