nick	n_matches	Assassin_avg_kda	Assassin_avg_dmg	Assassin_avg_wr	Assassin_var_kda	Assassin_var_dmg	Assassin_var_wr	Assassin_weight	Fighter_avg_kda	Fighter_avg_dmg	Fighter_avg_wr	Fighter_var_kda	Fighter_var_dmg	Fighter_var_wr	Fighter_weight	Mage_avg_kda	Mage_avg_dmg	Mage_avg_wr	Mage_var_kda	Mage_var_dmg	Mage_var_wr	Mage_weight	Marksman_avg_kda	Marksman_avg_dmg	Marksman_avg_wr	Marksman_var_kda	Marksman_var_dmg	Marksman_var_wr	Marksman_weight	Support_avg_kda	Support_avg_dmg	Support_avg_wr	Support_var_kda	Support_var_dmg	Support_var_wr	Support_weight	Tank_avg_kda	Tank_avg_dmg	Tank_avg_wr	Tank_var_kda	Tank_var_dmg	Tank_var_wr	Tank_weight	Assassin_avg_goldEarned	Assassin_avg_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_avg_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_goldEarned	Assassin_var_totalDamageTaken	Assassin_var_totalMinionsKilled	Assassin_var_visionScore	Assassin_var_visionWardsBoughtInGame	Fighter_avg_goldEarned	Fighter_avg_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_avg_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_goldEarned	Fighter_var_totalDamageTaken	Fighter_var_totalMinionsKilled	Fighter_var_visionScore	Fighter_var_visionWardsBoughtInGame	Mage_avg_goldEarned	Mage_avg_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_avg_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_goldEarned	Mage_var_totalDamageTaken	Mage_var_totalMinionsKilled	Mage_var_visionScore	Mage_var_visionWardsBoughtInGame	Marksman_avg_goldEarned	Marksman_avg_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_avg_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_goldEarned	Marksman_var_totalDamageTaken	Marksman_var_totalMinionsKilled	Marksman_var_visionScore	Marksman_var_visionWardsBoughtInGame	Support_avg_goldEarned	Support_avg_totalDamageTaken	Support_avg_totalMinionsKilled	Support_avg_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_goldEarned	Support_var_totalDamageTaken	Support_var_totalMinionsKilled	Support_var_visionScore	Support_var_visionWardsBoughtInGame	Tank_avg_goldEarned	Tank_avg_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_avg_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_goldEarned	Tank_var_totalDamageTaken	Tank_var_totalMinionsKilled	Tank_var_visionScore	Tank_var_visionWardsBoughtInGame	solo_q_tier	solo_q_division	flex_tier	flex_division
ADC M0NGOLOIDE	141	2.05044444444	926930.133333	0.4	0.48675683950599996	170854218287.0	0.0647619047619	15	2.7116802440900005	4084886.83186	0.477876106195	0.7551075356679999	11055719372700.0	0.0612033972049	113	2.7757576421	820470.0270270001	0.43243243243199997	4.1768620617800005	510532216126.0	0.07033224871060001	37	2.7946657868299996	6001906.8931599995	0.5128205128209999	0.26960677546100004	17604068286800.0	0.0164255382824	234	3.17418886583	277588.882353	0.470588235294	1.18116337584	26509943535.3	0.100115340254	17	2.76919642857	900794.5625	0.4375	0.6253888313139999	125875726032.0	0.0325520833333	16	14652.0	8237072.666669999	33128.3333333	45644014.8889	195.33333333299998	7712.88888889	0.0	0.0	0.0	0.0	12759.6969697	18138571.8476	22875.3939394	132131250.11799999	183.727272727	5983.83471074	0.30303030303	2.93847566575	0.181818181818	0.391184573003	10304.6153846	14043085.929000001	16193.923076899999	81907136.8402	145.769230769	5297.10059172	1.23076923077	18.1775147929	0.38461538461499994	0.852071005917	14100.117647100002	28636122.4803	20574.8470588	91194122.106	218.141176471	7350.00359862	0.964705882353	21.7046366782	0.117647058824	0.150865051903	11633.3333333	6201062.88889	24152.6666667	29623483.5556	140.66666666700002	5162.88888889	0.0	0.0	0.0	0.0	11226.25	9892347.1875	30920.5	60602294.25	107.0	1559.5	6.75	136.6875	0.25	0.1875	GOLD	IV	GOLD	IV	
ADCansado	28	2.7217142857099996	1415367.4	0.64	0.823811482993	563102164891.0	0.059923809523800005	25	1.9737009818	1224664.22222	0.444444444444	0.5402966166659999	899340893671.0	0.06456573532599999	81	1.54535841143	161138.714286	0.28571428571400004	0.560254963561	3015400559.63	0.132653061224	14	2.65991397849	411367.1	0.5	1.24860608194	32803952598.9	0.08166666666669999	20	2.9944862155400003	85812.4	0.4	1.63946558125	3927083711.04	0.14	5	2.4345623724900003	220272.5	0.636363636364	1.16190637099	38682314356.3	0.115495867769	22	16169.0	0.0	54017.0	0.0	69.0	0.0	43.0	0.0	2.0	0.0	10317.3125	18615615.0898	25295.6875	197146653.34	114.9375	5490.05859375	0.0	0.0	1.0625	0.68359375	11607.75	19082865.6875	18023.5	69378148.25	177.0	3305.5	8.25	204.1875	0.5	0.75	12693.0	101761.0	16385.5	483720.25	195.0	4.0	0.0	0.0	1.0	0.0	11216.5	462.25	25579.0	81884401.0	35.5	12.25	0.0	0.0	2.0	0.0	9821.66666667	5631834.88889	28211.0	27120056.0	69.6666666667	299.555555556	0.0	0.0	0.666666666667	0.222222222222	GOLD	V	GOLD	III	
ADestroyer	123	3.0801587301599995	371185.888889	0.444444444444	0.788311444948	25193777345.4	0.08950617283949999	9	2.70007770008	484987.307692	0.692307692308	0.418431786637	29695483843.4	0.0694280078895	13	2.86426332288	4775643.37931	0.586206896552	0.362079971698	1596403978520.0	0.012683313515700002	29	2.7965914787	847251.428571	0.535714285714	0.37138225812	130503661417.0	0.08460884353739999	28	2.1225645813900003	149668.777778	0.33333333333299997	0.9969202340819999	7844360121.28	0.0555555555556	9	4.34106060606	599914.8	0.533333333333	0.271498943985	36319997512.2	0.044444444444399996	15	11925.888888899999	11558864.5432	26817.3333333	92204268.0	119.77777777799999	9624.61728395	0.0	0.0	0.555555555556	0.469135802469	11834.125	29021332.2344	29440.25	317101869.68799996	170.3125	10648.714843799999	0.0	0.0	0.3125	0.33984375	12197.151515200001	35085138.1892	20333.3030303	170556656.393	195.727272727	9888.56198347	0.0	0.0	1.0	1.1515151515200002	12603.233333299999	23349947.0456	19506.0333333	84495641.4989	191.4	5089.77333333	0.0	0.0	0.5666666666669999	0.37888888888899996	9269.9	11428248.49	17429.3	36013272.81	39.6	2768.64	0.0	0.0	1.7	1.01	12073.12	28477928.5856	28210.88	236649116.906	171.96	13131.3984	0.0	0.0	0.6	0.72	GOLD	III	GOLD	V	
AIastair	299	2.11171301525	386094.5	0.3125	0.662380422973	56828408473.8	0.07734375	16	1.92770815786	399356.178571	0.321428571429	0.806483253398	44701724979.6	0.119472789116	28	3.19094660671	494977.65	0.5	1.9195772954499999	163894191117.0	0.125	20	2.8045518038	2661537.65753	0.5205479452049999	0.539089445958	2722940267950.0	0.0146803734203	146	3.79112179487	1447975.8	0.5666666666669999	1.26387569371	2860905265460.0	0.0170238095238	30	3.7416042291000005	138826.4375	0.5	20.4900815727	2590506164.5	0.1875	16	11256.0833333	15522722.1597	24204.625	133929258.31799999	89.75	4049.6875	1.125	14.109375	0.33333333333299997	0.305555555556	10410.6410256	15876090.8455	27576.8717949	148914441.54799998	87.84615384620001	6196.69428008	1.0512820512799999	41.9973701512	0.717948717949	0.715318869165	12264.0	11937860.5455	17496.772727300002	54876228.9938	167.272727273	4350.10743802	10.4090909091	162.78719008299998	0.636363636364	0.95867768595	12509.08125	20546300.8371	17448.29375	66490000.245	193.66875	4518.17152344	0.96875	34.2302734375	0.3	0.235	10521.0857143	8842451.50694	18994.971428599998	58582969.8563	42.7714285714	1391.83346939	1.22857142857	51.31918367350001	1.0	1.25714285714	10732.0526316	9811127.628810002	26299.842105300002	95404848.2382	98.31578947370001	6625.58448753	3.3157894736799998	197.900277008	0.105263157895	0.0941828254848	GOLD	III	SILVER	IV	
AIpha 5	592	2.66282721987	827252.411765	0.470588235294	1.19723165552	119352354455.0	0.0521395687486	51	2.4121797809400003	1935484.62222	0.48888888888899995	0.34802732870700004	2081089321190.0	0.049118339118300006	90	2.48032026699	975503.328358	0.373134328358	0.700132605305	388869484771.0	0.025571768025500003	67	2.4768671654900003	2200598.18085	0.478723404255	0.176516268077	938052474198.0	0.026867813980200002	94	3.75357112655	874716.6783629999	0.578947368421	0.6585299571369999	229917887374.0	0.011338570913200001	171	2.8458961362299995	268168.047619	0.52380952381	0.49871070077699997	28941633418.8	0.055782312925199994	21	10909.3870968	18936250.2695	20791.967741900004	111225864.418	106.77419354799999	5250.52965661	10.548387096799999	282.47346514	0.9516129032260001	0.7879812695110001	10878.682539700001	16728996.677000001	24956.515873	135009934.218	78.04761904760001	4748.42630385	2.90476190476	100.863945578	0.8571428571430001	0.9160997732430001	11157.547618999999	16597148.2954	17822.7261905	91159676.9369	144.107142857	3492.28613946	4.53571428571	122.153486395	1.3214285714299998	1.2419217687100002	12117.3396226	16774329.1677	19029.0849057	74585407.4362	177.169811321	4060.95229619	0.61320754717	16.3881274475	0.698113207547	0.550373798505	9442.43575419	8116935.00565	18740.2402235	62051991.6015	24.240223463699998	477.322180956	3.1843575419	161.74813520200001	2.04469273743	1.7968852407900002	10467.1714286	14055037.742	27160.8	209432887.531	74.2	3163.36	0.514285714286	8.99265306122	1.25714285714	1.6195918367299997	GOLD	III	PLATINUM	V	
ANGOLANO RX	197	2.45345160444	825899.0	0.458333333333	0.18427472785500001	178774267999.0	0.0568497474747	24	2.24479468083	1710014.69643	0.482142857143	0.622013042771	2005505648230.0	0.0560799319728	56	2.35044742538	734814.4857140001	0.514285714286	0.602030248433	140429512157.0	0.08993197278909999	35	1.2333333333299998	134712.666667	0.0	0.26888888888900003	2907844640.22	0.0	3	2.84066220238	143607.875	0.4375	1.2071225162399999	10346299350.0	0.05338541666669999	16	2.86383046148	259110.72222199998	0.5	1.25233299335	35722641950.8	0.101851851852	18	11841.275862100001	17374433.9929	24759.7931034	103581402.99200001	85.0	4063.10344828	3.7586206896599994	76.5279429251	0.551724137931	0.385255648038	11856.4637681	20826448.5965	27720.826087	173257789.593	159.434782609	6627.463138	7.30434782609	119.342155009	0.652173913043	0.6906112161310001	12120.9111111	16554748.080999998	17861.2666667	49409069.1733	162.311111111	3841.90320988	6.711111111109999	148.560987654	0.711111111111	0.6943209876540001	9761.42857143	7432658.530610001	17697.571428599997	42203291.6735	132.285714286	1474.20408163	5.1428571428600005	48.9795918367	0.28571428571400004	0.489795918367	9446.57894737	15210627.0859	19018.6842105	104533404.74200001	57.210526315799996	3106.16620499	11.0	409.57894736800006	1.6315789473700002	1.07479224377	10517.142857100001	11592196.6224	24862.7857143	110739975.097	118.35714285700001	6364.08673469	5.78571428571	163.025510204	0.75	0.758928571429	GOLD	IV	GOLD	V	
ATEU SAFADO	235	2.26612134167	3787017.5063300002	0.607594936709	0.12359025149700001	4756018670100.0	0.00658641466968	79	2.10883461525	454784.956522	0.34782608695699996	2.30638856783	31699750723.0	0.17611846250799998	23	1.95875549595	915766.8947370001	0.47368421052599996	0.25677914699099996	174430553534.0	0.08264081255769999	38	1.7008996212099998	1526129.1875	0.4375	0.085866564706	423228035388.0	0.0441706730769	16	2.36734693878	645999.0	0.33333333333299997	0.0	0.0	0.0	6	2.4300318979299997	964595.447368	0.605263157895	0.114534175563	286497863749.0	0.0253858330036	38	12467.247191	19779418.7479	23579.9550562	110309445.661	132.685393258	3081.04709001	1.58426966292	37.2316626689	1.4044943820200002	1.25211463199	12437.3714286	19213505.7763	27772.4857143	142314082.421	145.028571429	3463.2277550999997	0.0	0.0	0.8571428571430001	0.8081632653059999	10710.7045455	20237272.2082	21703.477272699998	157763223.022	128.863636364	3473.29958678	1.20454545455	20.0263429752	0.545454545455	0.6115702479339999	12058.5	17341289.25	22360.95	68048984.8475	155.2	4111.46	0.7	4.51	0.4	0.54	10864.142857100001	30556308.4082	21869.7142857	175126242.20400003	123.714285714	5976.48979592	0.0	0.0	1.14285714286	1.26530612245	11425.225	10829953.5744	28121.275	134926625.49899998	132.275	3314.699375	1.9	37.54	1.25	1.2375	GOLD	II	SILVER	I	
ATw Shadow	137	2.33386243386	579788.666667	0.444444444444	0.523551412334	12731398830.2	0.0246913580247	9	3.2279265158599997	923690.208333	0.541666666667	0.7118463060699999	270459300959.0	0.047503306878300004	48	2.26829268293	1327773.0	0.5714285714289999	0.0	0.0	0.0	7	2.1074074074099998	161473.333333	0.33333333333299997	1.13912208505	4108801505.56	0.222222222222	3	3.95	109822.25	0.75	0.0075	86020042.6875	0.020833333333299998	4	4.35725236167	674909.8	0.6	12.822928716600002	204594305619.0	0.09733333333329999	25	10927.0	13819563.6	24246.7	75365955.21	123.4	6705.04	0.0	0.0	1.3	0.41	12304.1363636	19171745.7238	31676.0	274714758.939	161.893939394	9112.85238751	5.30303030303	121.544536272	1.09090909091	0.719008264463	12538.692307700001	8311238.8284	31132.4615385	102791600.55600001	209.615384615	3381.77514793	6.38461538462	115.775147929	0.46153846153800004	0.248520710059	13408.0	11531202.6667	20518.0	6357524.666669999	217.33333333299998	2005.55555556	0.0	0.0	0.33333333333299997	0.222222222222	10419.5	6487231.25	14491.5	5198098.25	48.0	2052.5	11.0	125.5	1.0	0.0	12257.7560976	11212138.9161	26813.3658537	126798101.549	179.634146341	5276.0856633	3.6341463414599997	56.134443783500004	0.829268292683	0.531826293873	GOLD	V	nan	nan	
AbiroIado Br	105	1.9194613185299998	279331.0	0.5	0.54097328468	7596637069.43	0.029761904761900004	14	1.4460729515900002	1019931.6785700001	0.428571428571	0.08914403738360001	501744557428.0	0.0147697540555	28	1.61393939394	242264.0	0.4	0.39496914600599997	9053188651.2	0.24	5	1.59261734997	742427.2727270001	0.545454545455	0.244410812363	237735118413.0	0.126721763085	11	1.0	34597.0	0.0	0.0	0.0	0.0	2	2.5292698658400004	555416.0	0.5625	0.736309737405	116300625525.0	0.034288194444400004	16	11575.5625	28855460.8711	22551.4375	215174560.871	116.75	4621.8125	0.0	0.0	0.0	0.0	10652.6585366	24724384.1761	23758.9756098	172367555.097	120.414634146	9297.80368828	0.0	0.0	0.36585365853699997	0.475907198096	10796.142857100001	22741275.551	19569.1428571	86130935.2653	135.142857143	3406.12244898	0.0	0.0	0.0	0.0	11818.0526316	50661029.6288	22209.6842105	266400717.479	162.789473684	9677.00831025	0.0	0.0	0.052631578947400004	0.0498614958449	3863.0	5874204.666669999	10334.0	69843170.6667	16.6666666667	149.555555556	0.0	0.0	0.33333333333299997	0.222222222222	9525.63157895	11710553.6011	24862.157894699998	151635392.343	45.2631578947	1850.08864266	0.0	0.0	1.0	0.8421052631579999	GOLD	V	nan	nan	
Ablon13	536	1.81277589501	530501.388889	0.388888888889	0.149851004554	83822647812.8	0.07561728395060001	18	1.89942904319	2397158.2631599996	0.464912280702	0.20372092801199998	3868899834920.0	0.0377900474772	114	2.1819773555	2707241.17808	0.493150684932	0.152552147228	1653040626590.0	0.021105383418099997	73	1.70880124777	639872.909091	0.45454545454499995	0.172787143216	55001608078.3	0.013085399449	22	2.9795733897799996	6442724.2	0.542857142857	0.338661578054	56556300027900.0	0.0157081014224	140	2.38789424213	1008100.59804	0.5	0.22824332858100002	376537774142.0	0.025510001980599998	102	10675.814814799998	16314559.3361	29034.7037037	158667847.246	40.962962963	572.257887517	0.0	0.0	0.185185185185	0.22496570644699998	10841.9375	15155451.7773	31379.8125	186085730.23	51.7265625	2326.47991943	0.578125	16.7751464844	0.34375	0.3974609375	10939.7307692	18064066.6326	18340.897435900002	75319348.9126	59.923076923100005	2639.19921105	3.83333333333	277.856837607	1.7307692307700002	1.32495069034	10970.0	11418104.3333	20204.4583333	63707903.0816	93.75	5702.60416667	2.33333333333	81.2222222222	0.875	0.692708333333	9426.18125	10493769.0484	18226.35625	75667851.6168	16.7875	202.19234375	2.7625	106.51859375	0.8	0.7225	10170.3445378	19260731.1166	28293.7394958	241437880.478	59.6974789916	2885.11856507	6.5798319327699994	269.756231905	0.680672268908	0.755172657298	GOLD	II	GOLD	IV	
Abutami	50	1.63636363636	1020313.0	0.625	0.0	0.0	0.0	8	1.62980769231	381278.125	0.5	0.578749075444	7715340568.36	0.07291666666669999	8	1.93458333333	991004.2	0.46666666666699996	0.644754513889	228307204104.0	0.0438888888889	15	3.1	284121.0	0.5	0.0	0.0	0.0	2	3.18915343915	108453.11111099999	0.777777777778	0.42342039696500006	1493606463.21	0.0395061728395	9	1.6442904921200001	526953.857143	0.5714285714289999	0.0200251150001	230182766.694	0.0068027210884399995	7	12997.857142899999	11013840.1224	28286.5714286	87637047.6735	171.0	2216.28571429	21.428571428599998	50.5306122449	0.8571428571430001	0.6938775510199999	9435.66666667	15879834.4444	19435.5555556	74397086.2469	155.777777778	4622.17283951	2.88888888889	66.7654320988	0.666666666667	0.222222222222	13199.4	11800490.64	27871.4666667	111772430.516	186.0	2226.66666667	1.33333333333	24.8888888889	2.46666666667	4.24888888889	12850.5	5164256.25	14265.0	898704.0	191.5	6.25	17.5	12.25	0.0	0.0	10865.888888899999	5751246.765430001	18902.3333333	39737169.5556	18.7777777778	92.8395061728	0.0	0.0	4.11111111111	1.20987654321	11552.875	21911636.1094	33898.0	226023763.5	182.625	5630.484375	0.0	0.0	1.0	1.25	GOLD	IV	GOLD	I	
Acabou a magia	179	2.2284663208400004	684343.96	0.36	3.49224306176	185758214203.0	0.0785904761905	25	2.46240790995	1590677.18056	0.541666666667	0.6546278246289999	1195407755020.0	0.07772201604439999	72	1.62605820106	315425.666667	0.266666666667	0.5374472649140001	54784241481.2	0.117777777778	15	2.06862745098	354139.666667	0.166666666667	0.41301422529799997	7038045003.56	0.0277777777778	6	3.87156862745	137761.0	0.5	5.13068531334	20747036820.7	0.166666666667	6	2.6328316610900004	1061677.0	0.5652173913040001	1.53419208818	525300552417.0	0.06919860227989999	23	12787.9285714	9864156.209180001	30890.9642857	96477549.3202	91.89285714290001	2967.52423469	3.0	129.071428571	1.0357142857100001	0.605867346939	12419.0786517	17760161.9601	30426.6292135	199729110.63799998	83.5842696629	4981.95076379	1.29213483146	51.7798257796	1.10112359551	1.2594369397799998	10353.842105299998	38871468.2382	17926.5789474	119901952.139	147.789473684	10440.271468100002	0.0	0.0	0.9473684210529999	0.786703601108	13973.2857143	10464253.0612	23171.7142857	60154350.4898	188.71428571400003	2985.34693878	0.0	0.0	0.14285714285700002	0.122448979592	10125.375	3502777.2343800003	21006.125	40302321.8594	32.625	193.984375	0.0	0.0	2.25	2.6875	11700.0714286	6607018.4949	30554.7857143	150107744.597	136.964285714	10923.605867299999	1.60714285714	43.024234693900006	0.964285714286	1.10586734694	GOLD	V	GOLD	IV	
Acamas	244	3.08619811561	425264.285714	0.714285714286	2.19437453315	20572484799.1	0.061224489795900006	7	2.73837326739	3751592.7064199997	0.477064220183	1.5579157631799998	9246538963340.0	0.0344361032564	109	3.7927083333300002	278765.5	0.5	12.293497178800001	23694797642.5	0.15625	8	2.8360790998299996	1063766.13043	0.413043478261	1.0994249136499998	263644094020.0	0.0686462927956	46	3.94368070953	597847.8	0.5	1.4240797242899998	31987894822.6	0.0277777777778	10	3.65204081633	318387.642857	0.642857142857	2.88930766694	32164392169.1	0.08673469387760001	14	13422.1538462	41455623.6686	29111.5384615	216463118.71	75.8461538462	3111.05325444	5.61538461538	105.313609467	0.38461538461499994	0.390532544379	11439.8712121	22425273.3698	26468.1287879	180218990.53599998	86.97727272729999	6275.73433196	7.75	171.52083333299998	0.424242424242	0.4866850321399999	11993.0	4334547.8	17460.4	60607033.24	154.2	2158.96	5.8	55.76	0.3	0.21	12242.0677966	19570076.6395	17494.3050847	52099838.89	169.101694915	4371.27779374	5.5593220339	62.2125825912	0.152542372881	0.129273197357	12093.6	10268118.64	18958.0	80950092.0	65.9	1650.49	14.6	925.84	1.0	0.4	10335.25	7349994.8875	22696.15	112224756.528	80.75	3915.1875	4.3	109.81	0.9	1.49	GOLD	V	SILVER	II	
Ace Is Back 	362	3.2146248861	1517721.4411799998	0.558823529412	1.8221469330700002	991783576616.0	0.0582012990955	34	3.0821011979799997	1024693.06897	0.5	1.52666082919	484337758262.0	0.0998768472906	58	4.09173670798	2177208.80769	0.596153846154	0.49273424746699995	1529367840650.0	0.0262629998207	52	3.6435054508800007	1940474.11504	0.469026548673	0.640208064866	1159501113220.0	0.0206850284617	113	4.24841485507	247669.0	0.4375	8.15194019237	14279098808.9	0.0572048611111	16	7.038461538460001	260559.571429	0.5714285714289999	48.0966469428	6957513889.96	0.07823129251699999	7	10652.2608696	12669772.1059	21981.2391304	114839481.095	86.1086956522	4050.96644612	5.521739130429999	110.24952741	0.195652173913	0.244328922495	11366.392857100001	14440016.9528	22316.809523800002	140565527.988	144.071428571	5192.61394558	2.65476190476	75.4641439909	0.261904761905	0.24092970521499998	10933.394736799999	15184287.8705	13863.421052599999	42146199.0332	155.539473684	3920.85370499	0.8157894736839999	13.623961218800002	0.328947368421	0.247056786704	11986.3968254	19713407.287	15783.5	74829010.869	184.738095238	4350.49489796	0.444444444444	6.088183421519999	0.301587301587	0.226505416982	9311.66666667	11355346.0	14272.166666699999	47993667.3611	28.0	1210.22222222	2.0	68.0	0.777777777778	0.283950617284	11112.9166667	8601690.74306	28070.5833333	105830780.91	91.0	5329.83333333	1.9166666666699999	40.409722222199996	0.25	0.1875	GOLD	V	GOLD	III	
Acoar	367	1.8600680272099999	398567.0	0.5714285714289999	0.19183734555	16083018939.4	0.0544217687075	7	2.35402026179	18673812.734	0.542553191489	0.129392832361	41865098903200.0	0.0192549970872	188	1.83685628915	829663.97619	0.47619047618999993	0.327221305918	346821136199.0	0.0613901971045	42	1.1872294372299999	360765.181818	0.272727272727	0.38044967298199994	20638585265.4	0.125619834711	11	2.54506993007	367679.4	0.425	0.354111202259	32471137094.6	0.0391666666667	40	1.9216269841299998	114694.5	0.5	0.564925044092	9222663807.25	0.1875	8	13078.4285714	4302436.53061	30584.5714286	44718581.3878	56.571428571400006	2337.10204082	0.0	0.0	0.5714285714289999	0.244897959184	11987.465812	16488265.2146	24947.0213675	122222207.739	135.431623932	4605.45045292	1.17521367521	17.8881035868	0.24786324786299999	0.25480312659800003	11200.148936200001	16025105.8289	18123.4042553	67916588.0706	132.042553191	6185.23223178	1.59574468085	66.4535989135	0.7659574468089999	0.604798551381	9705.0	20805704.5	16077.583333300001	64027161.4097	156.08333333299998	5296.90972222	0.0	0.0	0.583333333333	0.409722222222	9099.56896552	14424423.3832	15950.879310299999	74979229.5199	27.1034482759	1117.64447087	2.06896551724	64.3745541023	0.965517241379	0.791914387634	9436.33333333	6257163.55556	24205.777777799998	38443143.5062	41.5555555556	249.80246913599998	1.8888888888900002	28.5432098765	0.555555555556	0.469135802469	GOLD	II	PLATINUM	V	
Acredita em mim 	421	1.1875	117850.5	0.0	0.03515625	966557010.25	0.0	2	4.12917439703	823169.545455	0.45454545454499995	22.2186379169	104014951594.0	0.04591368227730001	11	2.87871866385	14488227.3396	0.591194968553	0.0508899807185	28008357245000.0	0.0024190809399799998	159	2.05900298028	2765267.27778	0.5277777777780001	1.06991151119	2736160780470.0	0.0443672839506	36	2.69206464267	2387487.19672	0.516393442623	0.0765491579162	2129021709610.0	0.0122669290285	122	2.23500273673	399033.344828	0.344827586207	0.06379977097	13430782144.0	0.0480890096824	29	11759.0	9006001.0	25428.0	3519376.0	128.5	13572.25	0.0	0.0	0.0	0.0	10127.5	12778225.9167	22632.1666667	73351136.6389	29.4166666667	492.40972222199997	0.0	0.0	0.666666666667	0.555555555556	11471.281914899999	18004755.4578	17161.2925532	76260283.4836	155.28191489399998	3674.94711974	0.973404255319	22.5365267089	1.1276595744700002	0.9730647351739999	12219.7	24048218.91	20140.15	100882112.328	179.075	4820.519375	2.025	55.224375	0.8	0.76	9584.14492754	13590367.037	18031.6231884	75522235.5102	36.318840579699994	2705.27515228	0.847826086957	25.4478575929	2.1884057971	1.50073513968	9370.51219512	19829406.0547	25146.9268293	177200058.8	52.439024390200004	1965.36823319	0.0	0.0	1.5121951219499998	1.61570493754	GOLD	II	GOLD	III	
Ada Worg	186	1.5	120716.75	0.25	0.5277777777780001	8762523506.69	0.0625	4	1.61741452991	87912.4	0.4	1.96570660065	2539876619.04	0.24	10	2.21255830623	326436.565217	0.434782608696	2.96679407486	31537155065.0	0.07183364839319999	23	5.666666666669999	95593.0	1.0	7.1111111111100005	279324369.0	0.0	2	2.80136483893	446334.858824	0.564705882353	0.19255637092099998	65934609220.9	0.021207852124799996	85	2.30019174307	280337.117647	0.470588235294	0.586315923269	18045948710.5	0.0608996539792	51	7249.6	15369262.64	14690.8	98082740.16	32.2	692.96	0.0	0.0	0.8	0.56	9774.4	12540901.64	27459.8	198344084.96	54.3	2035.61	7.0	156.0	1.2	1.36	10686.84	18551512.2944	17945.0	66446625.36	64.92	3780.5536	7.32	206.8576	2.0	1.52	11538.0	1617984.0	17656.5	3328800.25	119.5	56.25	0.0	0.0	0.5	0.25	9437.48314607	9882801.23848	18213.9325843	75023117.5235	25.5842696629	237.36649413	15.0224719101	667.639944451	2.11235955056	1.7626562302700002	9834.54545455	12266117.4479	26202.3636364	144098647.722	42.9454545455	1405.06975207	12.563636363599999	524.57322314	2.29090909091	1.8062809917400002	GOLD	II	BRONZE	II	
Adc ou feede	328	1.9518874643900002	330895.25	0.33333333333299997	0.661108740747	44004809988.7	0.0555555555556	12	2.0661184151299996	604399.414634	0.36585365853699997	0.525636085959	85359261040.2	0.0899315883403	41	3.00182948179	224942.0	0.375	3.6199588940199994	10226256877.6	0.153125	16	2.3187704554799997	5540714.39181	0.538011695906	0.266860770102	8083267476330.0	0.0156641105269	171	3.21374615722	342706.0	0.6	1.02663053845	28389841522.1	0.0555555555556	15	4.08419577499	782912.3	0.65	12.8371654003	178769358226.0	0.0562878787879	40	10984.466666700002	20995424.7822	26158.4666667	188892935.849	127.333333333	6810.22222222	0.0	0.0	0.733333333333	2.46222222222	10442.3111111	18302147.4143	28552.222222200002	236464374.57299998	111.488888889	6971.93876543	0.0	0.0	0.688888888889	0.880987654321	11466.9411765	12635118.525999999	21530.7058824	73664440.2076	129.647058824	6475.40484429	0.7647058823530001	9.35640138408	0.529411764706	1.54325259516	12976.203208600002	23509636.7181	20712.855615	82117839.4604	203.935828877	5737.67502645	0.0	0.0	0.117647058824	0.125196602705	8380.38888889	29451453.3488	20706.0	280843908.111	38.8333333333	769.583333333	0.0	0.0	0.277777777778	0.200617283951	10283.5	13620518.162999999	27838.434782599998	241221577.55	85.6956521739	6703.51606805	0.434782608696	8.50661625709	0.5652173913040001	1.202268431	GOLD	V	GOLD	V	
