nick	n_matches	Assassin_avg_goldEarned	Assassin_var_goldEarned	Assassin_avg_kills	Assassin_var_kills	Assassin_avg_deaths	Assassin_var_deaths	Assassin_avg_assists	Assassin_var_assists	Assassin_avg_totalDamageTaken	Assassin_var_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_var_totalMinionsKilled	Assassin_avg_visionScore	Assassin_var_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_visionWardsBoughtInGame	Assassin_avg_gameDuration	Assassin_var_gameDuration	Assassin_won	Assassin_weight	Fighter_avg_goldEarned	Fighter_var_goldEarned	Fighter_avg_kills	Fighter_var_kills	Fighter_avg_deaths	Fighter_var_deaths	Fighter_avg_assists	Fighter_var_assists	Fighter_avg_totalDamageTaken	Fighter_var_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_var_totalMinionsKilled	Fighter_avg_visionScore	Fighter_var_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_visionWardsBoughtInGame	Fighter_avg_gameDuration	Fighter_var_gameDuration	Fighter_won	Fighter_weight	Mage_avg_goldEarned	Mage_var_goldEarned	Mage_avg_kills	Mage_var_kills	Mage_avg_deaths	Mage_var_deaths	Mage_avg_assists	Mage_var_assists	Mage_avg_totalDamageTaken	Mage_var_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_var_totalMinionsKilled	Mage_avg_visionScore	Mage_var_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_visionWardsBoughtInGame	Mage_avg_gameDuration	Mage_var_gameDuration	Mage_won	Mage_weight	Marksman_avg_goldEarned	Marksman_var_goldEarned	Marksman_avg_kills	Marksman_var_kills	Marksman_avg_deaths	Marksman_var_deaths	Marksman_avg_assists	Marksman_var_assists	Marksman_avg_totalDamageTaken	Marksman_var_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_var_totalMinionsKilled	Marksman_avg_visionScore	Marksman_var_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_visionWardsBoughtInGame	Marksman_avg_gameDuration	Marksman_var_gameDuration	Marksman_won	Marksman_weight	Support_avg_goldEarned	Support_var_goldEarned	Support_avg_kills	Support_var_kills	Support_avg_deaths	Support_var_deaths	Support_avg_assists	Support_var_assists	Support_avg_totalDamageTaken	Support_var_totalDamageTaken	Support_avg_totalMinionsKilled	Support_var_totalMinionsKilled	Support_avg_visionScore	Support_var_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_visionWardsBoughtInGame	Support_avg_gameDuration	Support_var_gameDuration	Support_won	Support_weight	Tank_avg_goldEarned	Tank_var_goldEarned	Tank_avg_kills	Tank_var_kills	Tank_avg_deaths	Tank_var_deaths	Tank_avg_assists	Tank_var_assists	Tank_avg_totalDamageTaken	Tank_var_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_var_totalMinionsKilled	Tank_avg_visionScore	Tank_var_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_visionWardsBoughtInGame	Tank_avg_gameDuration	Tank_var_gameDuration	Tank_won	Tank_weight	solo_q_tier	solo_q_division	flex_tier	flex_division
zeus118	317	12051.6842105	22739818.1108	9.18421052632	38.466066482	5.94736842105	12.6288088643	5.15789473684	12.1329639889	20217.4210526	84539055.6648	120.315789474	4984.68975069	4.57894736842	138.454293629	1.10526315789	1.35734072022	1953.76315789	380351.654432	22	38	11547.3478261	21622262.1109	6.92753623188	23.0527200168	6.53623188406	15.1472379752	6.59420289855	24.9077924806	29050.1014493	185185187.946	64.2753623188	3682.40243646	2.04347826087	55.2010081916	1.42028985507	1.14219701743	1939.36231884	408831.448435	32	69	12357.4666667	28913691.36	9.53333333333	46.3377777778	6.67777777778	12.5739506173	7.08888888889	23.2143209877	16907.1222222	73070978.7073	138.077777778	4333.62728395	1.6	56.8844444444	0.988888888889	1.16654320988	1926.02222222	452173.555062	49	90	11555.171875	26828883.6423	6.734375	31.3200683594	6.28125	9.9833984375	5.328125	13.5329589844	17914.90625	78509657.085	151.453125	4917.06030273	1.140625	29.5895996094	0.484375	0.499755859375	1848.890625	430397.284912	24	64	9920.65853659	8360548.95657	4.24390243902	8.37953599048	6.36585365854	10.7685901249	13.5609756098	47.1731112433	19063.3170732	50942124.5092	31.0	968.829268293	1.78048780488	66.2201070791	1.90243902439	2.6246281975	1891.7804878	130201.000595	22	41	10885.8	18151851.8933	4.66666666667	9.68888888889	4.93333333333	6.32888888889	11.5333333333	47.0488888889	26804.2666667	202090346.062	84.1333333333	5462.38222222	4.2	90.16	2.33333333333	7.15555555556	1895.06666667	450172.462222	7	15	BRONZE	III	SILVER	III	
Zeus Evil CDG	23	11502.0	80656.0	5.0	9.0	7.5	0.25	3.5	0.25	28056.5	542432.25	21.5	6.25	18.0	9.0	0.0	0.0	2290.5	38220.25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10419.5	10703555.0	3.5	8.5	7.625	4.984375	5.75	16.4375	19445.0	36283238.0	137.375	4871.484375	2.5	18.75	0.0	0.0	1990.25	198103.4375	3	8	14767.0	0.0	10.0	0.0	9.0	0.0	14.0	0.0	28790.0	0.0	119.0	0.0	12.0	0.0	0.0	0.0	2207.0	0.0	1	1	10204.2727273	5919508.7438	1.27272727273	1.8347107438	7.81818181818	12.3305785124	13.9090909091	35.9008264463	22393.3636364	94410132.595	27.4545454545	327.702479339	13.2727272727	139.289256198	0.727272727273	0.925619834711	2124.63636364	204654.413223	4	11	5268.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	20138.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	1641.0	0.0	0	1	BRONZE	III	SILVER	V	
ZerosLegacy	58	7844.0	227529.0	3.5	2.25	9.0	16.0	2.5	0.25	23479.0	27667600.0	77.0	2209.0	0.0	0.0	0.0	0.0	1551.0	33124.0	0	2	13985.6774194	17361521.1863	9.38709677419	21.2049947971	5.93548387097	10.4474505723	6.45161290323	11.4734651405	34146.7419355	286472834.45	183.580645161	8473.34027055	2.64516129032	49.1321540062	0.258064516129	0.320499479709	2038.38709677	259986.301769	14	31	10598.2	29964773.36	6.6	21.44	5.8	16.96	7.2	22.96	16659.8	122992222.56	144.6	6136.64	4.6	48.64	0.2	0.16	1573.8	684134.96	3	5	12578.6	12039245.64	7.6	38.04	5.6	7.44	8.0	19.0	18245.5	14587573.45	184.9	2103.49	4.0	28.6	0.6	0.44	1890.8	61436.16	5	10	10206.5	29946765.25	3.75	8.1875	5.0	7.5	13.5	76.25	16924.5	101146604.25	27.5	467.25	0.0	0.0	0.25	0.1875	1771.75	839200.6875	3	4	13633.0	20067603.3333	6.0	11.3333333333	6.33333333333	9.88888888889	10.5	90.9166666667	29883.5	126845415.917	188.333333333	2215.88888889	0.0	0.0	0.5	0.25	2071.16666667	339256.472222	4	6	PLATINUM	IV	GOLD	I	
ZeRolinha	775	11380.7741935	15859650.0587	7.83225806452	23.7008949011	5.72903225806	9.19109261186	5.96129032258	14.8372112383	23705.116129	106130722.257	107.587096774	5241.4682206	2.70967741935	61.0447450572	1.23225806452	1.06863683663	1776.4	287573.969032	80	155	11258.3836478	14540384.249	5.52830188679	14.6517147265	5.98113207547	9.06253708318	6.00628930818	18.7358095012	25052.3081761	102970689.584	125.666666667	7037.36687631	4.25786163522	65.5875954274	1.06918238994	0.98263518057	1772.71698113	218430.454492	78	159	11428.9351145	16453392.763	6.48854961832	16.7613192704	5.01526717557	8.2516753103	7.56488549618	23.795408193	16327.8549618	51101010.9866	158.450381679	3098.30860672	7.31297709924	116.138686557	1.53816793893	1.40121496416	1790.02671756	298507.713027	131	262	11589.036036	14418784.9176	5.89189189189	12.6549793036	5.43243243243	8.5337229121	7.69369369369	21.3295998701	17440.4234234	44045812.2261	164.900900901	3333.24243162	4.30630630631	81.1314016719	0.954954954955	1.10607905202	1753.07207207	243197.616427	63	111	9713.9787234	10389470.7868	3.72340425532	13.5192394749	4.85106382979	7.7863286555	10.7872340426	47.6994114984	16607.787234	68662363.1888	76.0	4210.76595745	7.93617021277	356.272521503	2.72340425532	4.07243096424	1699.9787234	217931.339973	29	47	10841.5121951	11332678.1523	3.46341463415	6.73646638905	5.63414634146	10.4759071981	8.80487804878	27.8643664485	26062.3902439	119179176.336	128.634146341	5587.54907793	5.58536585366	108.828078525	1.19512195122	1.4741225461	1886.31707317	306125.045806	18	41	DIAMOND	IV	PLATINUM	I	
ZeroInverse	223	8922.07692308	27363642.071	5.46153846154	31.9408284024	6.23076923077	18.7928994083	4.38461538462	14.0828402367	19140.5384615	158122956.095	78.4615384615	4183.63313609	4.92307692308	98.6863905325	0.538461538462	0.556213017751	1585.38461538	790860.390533	5	13	10699.2264151	14422580.2884	5.77358490566	16.0619437522	6.58490566038	14.0541117836	5.54716981132	17.2289070844	28957.7169811	177182653.222	114.358490566	4732.26771093	2.7358490566	47.89248843	0.88679245283	0.553221787113	1787.73584906	290620.496262	27	53	11918.1842105	17277429.0976	6.76315789474	21.5491689751	7.26315789474	11.404432133	7.15789473684	25.8698060942	22875.2368421	114733038.023	121.631578947	3724.75900277	2.60526315789	39.4494459834	1.0	0.526315789474	1962.21052632	298168.797784	21	38	9896.08163265	27757475.3811	5.69387755102	35.3960849646	6.4693877551	13.9225322782	5.22448979592	25.6842982091	18680.5102041	140849223.393	121.510204082	4127.10703873	3.16326530612	35.605997501	0.755102040816	0.511453561016	1692.0	475793.346939	22	49	10034.25	13056169.3125	2.875	7.859375	6.875	15.234375	12.375	37.609375	24943.25	121899706.688	50.0	1874.5	7.5625	409.37109375	0.875	0.609375	1944.375	421300.859375	7	16	10259.5555556	21680298.5062	3.90740740741	10.676611797	5.44444444444	10.1728395062	9.2037037037	45.3103566529	28308.7962963	282718938.459	94.9074074074	5489.56550069	2.24074074074	50.9975994513	0.833333333333	1.10185185185	1842.38888889	597650.830247	34	54	BRONZE	I	BRONZE	IV	
zerobert5	448	9625.0	0.0	5.0	0.0	5.0	0.0	5.0	0.0	23437.0	0.0	17.0	0.0	12.0	0.0	0.0	0.0	1532.0	0.0	0	1	11529.127451	23140853.8759	5.8137254902	19.6417723952	7.10784313725	12.096212995	5.92156862745	18.9154171473	28999.4019608	222384352.201	112.147058824	9586.69405998	1.62745098039	25.9004229143	0.00980392156863	0.0097078046905	1799.92156863	375521.287966	48	102	9804.1	13761489.39	4.8	6.46	6.25	13.1875	8.8	43.76	16921.9	90655496.09	65.7	3546.31	0.85	13.7275	0.0	0.0	1762.15	431661.1275	12	20	11911.1176471	23438016.3156	5.87058823529	21.6420761246	7.22352941176	10.1500346021	7.28235294118	20.6967474048	19186.1058824	78105158.6358	177.905882353	5297.09702422	2.29411764706	24.6076124567	0.0	0.0	1798.29411765	350280.466436	41	85	9404.39622642	12394534.0977	1.66037735849	4.23371306515	6.50943396226	10.523495906	14.3726415094	75.9130250979	16280.6415094	58372347.1545	15.2264150943	151.807226771	4.17452830189	47.2478417586	0.0	0.0	1841.26886792	366544.555069	113	212	12390.3571429	18453703.0153	5.03571428571	11.6058673469	7.71428571429	12.2755102041	11.0357142857	44.6058673469	34405.9285714	316581941.423	164.0	6775.85714286	2.03571428571	18.5344387755	0.0	0.0	2000.14285714	379544.908163	16	28	GOLD	IV			
ZERO Pixels	277	12184.6666667	12499752.8889	6.44444444444	8.91358024691	3.77777777778	1.28395061728	10.0	30.0	26531.7777778	105064893.284	61.1111111111	2109.65432099	2.22222222222	39.5061728395	0.111111111111	0.0987654320988	1989.0	258254.444444	7	9	8491.73684211	15611630.5097	3.94736842105	12.4709141274	3.63157894737	6.23268698061	5.10526315789	10.7257617729	19482.7368421	99346208.615	66.8947368421	3535.35734072	0.789473684211	11.2188365651	0.0	0.0	1460.26315789	345707.562327	6	19	11698.3333333	11205911.7778	7.11111111111	13.6543209877	5.55555555556	8.24691358025	7.55555555556	17.1358024691	16632.5555556	54067518.2469	152.111111111	1125.20987654	0.0	0.0	0.222222222222	0.172839506173	1892.44444444	182028.246914	5	9	11423.0882353	17006736.8099	5.89411764706	18.7064359862	4.58823529412	8.27750865052	8.44117647059	25.7406574394	15893.5941176	60311703.3117	159.241176471	3049.79477509	4.79411764706	116.96349481	0.0352941176471	0.0340484429066	1795.52941176	305837.63737	88	170	9197.45652174	12884367.9872	2.54347826087	4.2915879017	3.69565217391	5.95085066163	14.3695652174	79.0155954631	15638.6304348	69297884.5808	27.7391304348	837.236294896	4.95652173913	193.172022684	0.673913043478	0.219754253308	1776.30434783	372278.168242	25	46	9365.5	14325388.4167	2.66666666667	6.97222222222	3.58333333333	5.32638888889	13.1666666667	40.9722222222	20561.375	101355877.818	43.0416666667	694.039930556	0.0	0.0	0.291666666667	0.206597222222	1789.375	375370.151042	17	24	PLATINUM	V			
Zero Master95	26	9490.0	6241.0	5.0	4.0	6.0	9.0	8.5	0.25	23859.5	26311770.25	23.5	462.25	0.0	0.0	0.0	0.0	1647.0	15625.0	1	2	8958.90909091	11171826.2645	2.54545454545	5.52066115702	7.27272727273	10.0165289256	6.18181818182	10.5123966942	28588.4545455	145714595.884	55.7272727273	2268.19834711	0.0	0.0	0.0	0.0	1679.72727273	281913.289256	4	11	10224.6666667	3616684.22222	5.0	10.6666666667	11.6666666667	0.222222222222	4.33333333333	1.55555555556	23122.6666667	1675120.22222	145.666666667	64.8888888889	3.66666666667	26.8888888889	0.0	0.0	1970.0	49056.0	0	3	9241.5	358202.25	3.0	4.0	11.5	2.25	4.5	2.25	19689.0	8111104.0	124.5	6.25	0.0	0.0	0.0	0.0	1854.0	1600.0	0	2	7429.0	0.0	1.0	0.0	3.0	0.0	13.0	0.0	11242.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	1388.0	0.0	1	1	9573.42857143	7865489.10204	2.85714285714	2.97959183673	6.71428571429	3.34693877551	10.4285714286	73.6734693878	26966.1428571	68162859.551	89.2857142857	4163.63265306	0.0	0.0	0.0	0.0	1771.57142857	112697.673469	3	7	BRONZE	II			
Zero Forever	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8009.35294118	8169749.40484	2.82352941176	2.96885813149	7.17647058824	18.0276816609	4.76470588235	17.3564013841	29594.3529412	359324819.17	63.3529411765	2331.05190311	0.0	0.0	0.0588235294118	0.0553633217993	1538.76470588	279317.944637	4	17	12229.5084746	21016214.4533	7.32203389831	22.1053337164	6.42937853107	13.408854416	8.83050847458	21.5757923968	19673.8248588	84292884.9806	159.141242938	4547.54502218	6.66101694915	137.715598966	0.299435028249	0.300169172332	1850.3559322	401745.652973	100	177	11017.2413793	21660767.3555	4.37931034483	11.2699167658	6.51724137931	17.3531510107	7.89655172414	30.7134363853	20087.4827586	111145146.112	145.310344828	4409.86920333	0.0	0.0	0.0689655172414	0.133174791914	1862.86206897	397302.877527	15	29	9864.15789474	14354673.2645	1.34210526316	2.3040166205	5.43421052632	9.98251385042	13.2236842105	65.5157548476	18241.8026316	104226495.29	29.2368421053	573.101800554	2.42105263158	97.5069252078	0.710526315789	0.626731301939	1898.09210526	393874.34678	41	76	9077.05660377	8615565.35529	1.80188679245	2.29093983624	5.89622641509	8.5080989676	14.5943396226	60.7694019224	25275.0188679	118298640.641	38.4716981132	308.381274475	1.40566037736	60.826005696	0.650943396226	0.62344250623	1898.73584906	239690.213243	61	106	SILVER	II	SILVER	III	
Zercker	106	7283.0	39702601.0	4.0	16.0	4.5	20.25	5.5	30.25	15154.5	202052010.25	48.5	2162.25	0.0	0.0	1.5	2.25	1223.0	1054729.0	1	2	12414.0	26198882.8889	5.33333333333	13.3333333333	7.0	16.0	6.33333333333	9.77777777778	31981.8888889	533754681.21	185.222222222	9995.0617284	0.0	0.0	0.333333333333	0.444444444444	1919.44444444	521568.91358	3	9	11605.7142857	21865023.6327	5.85714285714	14.693877551	4.42857142857	13.387755102	13.4285714286	49.6734693878	14373.1428571	52402076.9796	52.8571428571	584.979591837	0.0	0.0	2.57142857143	10.2448979592	1859.42857143	504509.387755	5	7	8444.0	1896129.0	5.0	0.0	5.5	0.25	2.0	0.0	18170.5	33727056.25	130.0	1156.0	0.0	0.0	0.5	0.25	1554.0	46225.0	0	2	10982.6111111	18384369.2377	2.83333333333	3.25	4.5	5.80555555556	13.4444444444	54.3580246914	19148.5555556	86301359.4691	46.6111111111	922.459876543	0.0	0.0	2.94444444444	3.38580246914	1965.05555556	528672.385802	13	18	9901.55882353	14354622.6289	2.77941176471	6.08369377163	4.60294117647	8.41587370242	13.0735294118	48.7740051903	24320.8529412	143657919.39	77.7647058824	2322.82698962	0.852941176471	48.7430795848	2.77941176471	3.4660467128	1739.76470588	355946.768166	41	68	GOLD	V	GOLD	IV	
ZER03	247	12666.8333333	23971468.1865	8.21428571429	27.5969387755	4.90476190476	10.0861678005	6.21428571429	17.0255102041	25952.6666667	178952878.508	76.4285714286	5494.95918367	2.0	36.5238095238	0.404761904762	0.240929705215	1919.71428571	411133.204082	21	42	13870.2886598	24124718.5559	8.76288659794	27.4592411521	4.74226804124	8.02635774259	4.62886597938	14.2952492295	31194.1340206	239833320.817	188.75257732	8485.21713253	9.10309278351	155.22648528	0.432989690722	0.389839515358	1882.65979381	300775.709002	51	97	9958.33333333	18558241.1389	6.25	18.8541666667	4.58333333333	11.0763888889	5.125	22.5260416667	18462.4166667	168887203.993	133.583333333	6544.49305556	4.875	118.526041667	0.458333333333	0.664930555556	1565.5	376045.166667	11	24	14971.0	22080601.0	8.0	36.0	7.0	9.0	11.5	0.25	26055.5	110533682.25	177.5	13340.25	0.0	0.0	0.0	0.0	2285.5	239610.25	0	2	10649.5	268842.25	3.5	2.25	3.5	0.25	14.5	90.25	21014.5	532170.25	130.5	9120.25	8.5	72.25	3.0	4.0	1653.5	3306.25	1	2	12562.8375	17685833.3111	5.625	12.309375	3.8125	6.77734375	7.475	29.099375	32904.3	228369406.61	203.975	8584.974375	4.3625	66.83109375	0.1375	0.14359375	1878.4625	358506.998594	44	80	PLATINUM	V	GOLD	V	
zepingola169	1023	11636.2244898	20696132.4326	9.24489795918	34.5930862141	7.25850340136	11.8515433384	5.74829931973	17.5624971077	24061.9659864	127034029.91	122.401360544	5343.62802536	2.38095238095	29.6780045351	0.510204081633	0.453977509371	1830.81632653	362654.109121	70	147	11610.3576389	19167030.327	7.82986111111	24.3425805363	6.84722222222	11.3516589506	6.25347222222	20.2100573881	28930.3680556	196838324.503	118.815972222	8313.47655044	3.09375	64.6474609375	0.430555555556	0.425733024691	1812.32638889	321397.504581	134	288	11908.1052632	15293528.1092	8.05263157895	22.5461020973	6.9022556391	12.0430776189	6.85714285714	21.4908700322	21706.4962406	125920313.032	149.045112782	3678.26864153	2.45864661654	33.0152071909	0.413533834586	0.377861948103	1852.33834586	268134.690033	69	133	12421.1852941	23153372.9392	8.72941176471	35.3738408304	6.81470588235	11.9627249135	6.6	20.0164705882	21516.6058824	97454584.9741	169.379411765	4191.0707526	0.870588235294	12.700899654	0.188235294118	0.188096885813	1803.8	314781.765882	185	340	9050.31666667	11980008.2164	2.43333333333	10.3455555556	5.91666666667	8.40972222222	14.1666666667	69.8055555556	20678.0	77176738.3667	26.7666666667	915.845555556	2.5	34.9833333333	1.08333333333	0.876388888889	1819.68333333	294141.849722	27	60	10248.9090909	13948664.9554	4.69090909091	14.9408264463	5.27272727273	7.50743801653	8.56363636364	29.7368595041	29595.3818182	172845960.381	86.9272727273	5013.23107438	2.34545454545	26.1533884298	0.727272727273	0.81652892562	1839.29090909	279772.969917	23	55	GOLD	II	GOLD	III	
zenomestre	77	9839.0	29140108.8889	5.22222222222	23.950617284	4.55555555556	14.9135802469	3.44444444444	13.5802469136	21341.7777778	203285912.84	164.444444444	8133.80246914	9.55555555556	184.024691358	0.888888888889	0.543209876543	1500.33333333	564749.555556	3	9	13290.2	10238193.56	7.5	19.05	5.2	4.16	9.5	33.25	32133.7	104309281.01	65.7	3636.41	34.7	330.21	1.4	1.24	2135.3	138539.01	4	10	12758.9090909	10933053.1736	7.98181818182	21.0360330579	4.67272727273	6.32925619835	7.81818181818	18.3669421488	20343.3818182	67011024.0906	189.454545455	2484.72066116	18.7818181818	212.388760331	1.45454545455	0.829752066116	1831.01818182	118775.654215	36	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6479.0	0.0	4.0	0.0	5.0	0.0	1.0	0.0	15912.0	0.0	20.0	0.0	9.0	0.0	0.0	0.0	1262.0	0.0	0	1	8205.0	2316484.0	3.0	0.0	3.5	0.25	8.5	20.25	21613.5	7697850.25	16.5	42.25	18.0	16.0	1.5	0.25	1504.0	27225.0	1	2	SILVER	I	SILVER	II	
Zennuron	771	10463.8181818	25624846.1488	5.45454545455	12.6115702479	5.36363636364	14.958677686	6.0	16.3636363636	28387.5454545	235224453.702	40.0	932.181818182	0.818181818182	6.69421487603	1.18181818182	0.694214876033	1780.0	538640.909091	2	11	11777.8685446	17871133.0156	5.05164319249	10.4527320417	4.30516431925	6.79419868192	5.96713615023	18.858074897	28900.9530516	188500059.247	139.464788732	10400.1924221	3.06572769953	98.164693954	1.24882629108	0.834799091891	1849.54460094	341730.679936	110	213	10588.2	15850218.6267	4.56666666667	8.71222222222	6.1	9.29	9.6	34.3733333333	15077.5333333	43144590.1822	81.8666666667	6392.51555556	2.53333333333	74.9822222222	2.03333333333	1.43222222222	1811.86666667	348897.048889	14	30	13365.81875	21423486.0151	7.19583333333	21.2783159722	4.75625	7.12600260417	8.31666666667	22.5663888889	17306.5208333	54017953.9371	204.59375	5189.93704427	4.04375	128.333502604	1.15208333333	0.741453993056	1943.725	302962.891042	251	480	11110.5833333	10403555.0764	4.0	6.0	7.0	8.83333333333	15.9166666667	54.5763888889	20170.0	68765328.8333	23.5833333333	178.909722222	8.66666666667	312.055555556	2.5	1.08333333333	1991.58333333	291133.743056	7	12	10920.68	7952094.4576	3.56	7.1264	4.08	6.3936	9.48	22.0096	29413.8	120355273.2	95.44	9261.1264	2.0	31.36	0.92	0.6336	1895.52	140860.0096	12	25	GOLD	II	GOLD	V	
ZenkaiGF	510	9647.2	13731175.36	5.4	8.84	7.8	10.36	5.4	9.84	22954.5	129989703.05	94.3	3805.81	2.4	51.84	0.5	0.45	1874.3	485171.01	1	10	11908.0797546	18494568.7728	6.41717791411	17.9241220972	5.13496932515	11.429636042	6.46012269939	20.174790169	26486.8895706	198596393.497	155.165644172	6064.24863563	1.62576687117	40.7863299334	0.374233128834	0.393691896571	1890.48466258	352818.028906	91	163	11448.584	15625212.9949	6.144	18.667264	5.816	11.206144	8.928	28.994816	17694.032	78157916.095	119.104	4198.221184	0.848	15.056896	0.928	1.746816	1885.8	300562.128	68	125	12029.2393162	23411284.6094	6.63247863248	20.6597998393	6.41025641026	12.9940828402	8.26495726496	24.0921908101	19114.1965812	90138095.5426	170.051282051	5209.51873767	2.77777777778	107.642924976	0.25641025641	0.190664036818	1890.35042735	386152.569508	51	117	10103.12	23273501.6256	3.96	8.7584	6.04	11.5584	12.44	69.3664	18958.08	89474743.6736	73.96	3336.0384	3.36	62.8704	1.0	1.36	1739.36	471455.9104	14	25	11118.2714286	13542185.3978	4.5	11.2214285714	4.81428571429	6.89408163265	10.9714285714	42.427755102	26488.9571429	151059270.898	123.685714286	4817.32979592	0.171428571429	2.02775510204	0.342857142857	0.482448979592	1895.0	292741.228571	35	70	SILVER	II	SILVER	III	
zEngs Mars	97	10965.0	22287841.0	8.0	4.0	8.5	6.25	3.0	4.0	20566.0	46949904.0	92.5	462.25	11.0	121.0	0.5	0.25	1934.0	485809.0	1	2	10451.8823529	22335003.9077	5.49019607843	23.1518646674	5.3137254902	13.352556709	4.86274509804	15.9615532488	23834.5882353	218289281.654	163.196078431	5216.03998462	11.6078431373	136.356016917	1.01960784314	1.23490965013	1628.92156863	388149.680123	24	51	10515.4444444	15205708.2469	4.05555555556	8.71913580247	6.16666666667	12.9166666667	6.33333333333	18.1111111111	25826.3333333	204075709.778	162.444444444	3229.13580247	12.6666666667	92.7777777778	1.05555555556	1.27469135802	1737.27777778	288146.978395	9	18	10419.8461538	15677566.7456	4.46153846154	14.0946745562	4.69230769231	7.59763313609	5.84615384615	12.4378698225	14372.6923077	39842227.1361	185.538461538	6322.86390533	6.76923076923	84.7928994083	0.615384615385	0.544378698225	1583.07692308	270574.840237	5	13	8650.57142857	13690169.102	2.14285714286	3.26530612245	4.57142857143	5.38775510204	13.0	47.7142857143	16975.0	76697287.7143	15.5714285714	161.673469388	18.8571428571	496.12244898	2.42857142857	1.95918367347	1570.71428571	408591.918367	4	7	8797.83333333	9865272.80556	2.83333333333	7.13888888889	5.66666666667	6.88888888889	5.33333333333	8.55555555556	25634.0	87059768.0	126.833333333	4295.80555556	5.0	51.3333333333	0.666666666667	0.555555555556	1594.33333333	72749.8888889	2	6	GOLD	IV	GOLD	I	
Zendelfh	26	10633.7692308	22602863.1006	3.30769230769	11.2899408284	6.76923076923	12.9467455621	4.61538461538	10.3905325444	22497.9230769	123630988.225	68.2307692308	2400.79289941	11.3076923077	62.0591715976	0.0	0.0	1914.30769231	479179.289941	3	13	9158.0	5327156.4	3.4	5.84	8.8	8.56	3.8	3.76	32071.8	73744010.16	33.2	352.56	3.2	18.96	0.0	0.0	1882.6	167036.24	2	5	4769.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	5024.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	1217.0	0.0	0	1	9926.0	3493161.0	4.5	6.25	10.5	2.25	5.5	6.25	22232.0	5987809.0	103.5	1260.25	0.0	0.0	0.0	0.0	2082.0	73441.0	0	2	7388.0	4280078.5	1.5	1.25	9.5	36.25	6.25	8.6875	17844.75	75860358.1875	12.75	13.6875	1.5	6.75	0.0	0.0	1828.5	127255.25	0	4	6843.0	0.0	4.0	0.0	9.0	0.0	3.0	0.0	26566.0	0.0	15.0	0.0	6.0	0.0	0.0	0.0	1519.0	0.0	0	1	BRONZE	II			
zemtros	264	12246.5882353	12942696.3599	9.05882352941	17.1141868512	8.58823529412	13.3010380623	5.05882352941	14.0553633218	24912.7058824	77283204.3253	139.294117647	3057.73702422	0.0	0.0	0.411764705882	0.359861591696	1883.94117647	248258.878893	6	17	14656.5777778	15607413.2884	11.0	35.2888888889	7.87777777778	12.3739506173	7.78888888889	21.6332098765	34747.2	188547114.493	136.922222222	6965.16061728	0.266666666667	6.32888888889	0.355555555556	0.384691358025	1988.35555556	186729.829136	56	90	12757.1935484	30966027.769	6.90322580645	27.8293444329	8.09677419355	21.8293444329	8.83870967742	31.296566077	20079.483871	114780542.379	150.419354839	6150.04994797	4.96774193548	214.80541103	0.612903225806	0.366285119667	1897.93548387	456993.931322	17	31	13794.7037037	28841480.3937	9.55555555556	51.3209876543	8.37037037037	15.2331961591	6.92592592593	17.3278463649	23952.4259259	141248887.245	172.537037037	5267.06344307	0.37037037037	7.27023319616	0.314814814815	0.326817558299	1848.2037037	251564.754801	30	54	10088.3333333	14520542.6536	2.78431372549	14.7966166859	5.23529411765	13.5132641292	14.862745098	64.8635140331	17414.6078431	100395655.415	28.862745098	977.647827759	12.0392156863	892.586697424	1.37254901961	1.68473663975	1907.78431373	339918.757401	30	51	11758.2380952	15184994.5624	4.61904761905	15.283446712	6.71428571429	9.25170068027	11.8095238095	43.4875283447	29302.4761905	110893290.63	116.904761905	5798.75283447	0.761904761905	11.6099773243	0.714285714286	0.585034013605	1990.42857143	215611.863946	9	21	GOLD	I	GOLD	V	
