avg_goldEarned	avg_kills	avg_deaths	avg_assists	avg_totalDamageTaken	avg_totalMinionsKilled	avg_visionScore	avg_visionWardsBoughtInGame	avg_gameDuration	var_goldEarned	var_kills	var_deaths	var_assists	var_totalDamageTaken	var_totalMinionsKilled	var_visionScore	var_visionWardsBoughtInGame	var_gameDuration	won	weight
12708.2816455	6.88607594937	4.74683544304	7.44303797468	17100.3354431	195.623417721	2.13607594937	0.854430379747	1847.4556962	22886343.6636	23.3674966132	8.6463548703	23.0962405631	72511961.427	4816.5994288	42.7844444507	0.60721116419	350920.867102	78.414556962	143.075949367	
13563.3013698	7.90410958904	4.69863013698	9.23287671233	18437.3561644	199.780821918	11.4794520548	0.465753424659	2006.69863014	15826944.9898	19.8066162149	5.68096560973	21.805000479	51990678.5061	3048.47527541	209.129696331	0.172899703037	249058.131488	15.3698630137	28.3150684932	
14007.969697	7.21212121212	4.19191919192	8.30303030303	17412.2087542	236.151515152	1.632996633	1.07744107744	2049.16835017	21747365.7518	19.3359014859	6.9550091629	20.4616760965	52982035.9557	5969.68629277	25.1800306166	0.630146109142	310181.324731	46.6262626263	85.6195286195	
11713.7640449	5.98876404494	4.3595505618	7.69662921348	16654.2921348	149.640449438	3.43820224719	0.449438202247	1915.93258427	28427152.7765	33.100775816	7.52988958607	28.3604374402	89702589.4773	4916.07316261	136.483146067	0.504325761629	451964.513469	5.65168539326	12.8651685393	
12651.4565218	7.11413043478	5.16304347826	5.95652173913	18832.4076087	193.418478261	6.66304347826	0.358695652174	1841.53804348	24161096.9161	22.0107543136	8.57039327683	14.6640329589	73980594.4596	5543.68755554	134.593437674	0.276235894193	340048.881922	14.5	28.2173913043	
13236.8095238	6.86394557823	5.76190476191	7.97278911564	20647.5374149	201.258503401	2.02721088435	0.442176870748	1985.46258503	21809917.6031	23.236776536	10.7535808768	21.2983978512	85432694.5894	4609.8994466	25.0515198143	0.351348396502	316540.180893	13.8299319728	27.6802721088	
13887.1149425	9.45977011494	7.88505747126	7.48275862069	22913.9310345	192.689655172	4.64367816092	1.86206896552	1844.8045977	14058424.1382	28.9729428936	10.8998654443	12.9824598613	63065413.0415	2680.40455437	85.586291279	1.32343778508	145707.491653	7.37931034483	13.0689655172	
13857.9333333	9.0	5.61666666667	7.83333333334	20118.4	195.95	0.233333333333	0.516666666667	1965.43333333	21831328.9637	26.4955555556	6.63673611111	15.805	71231916.4358	4204.11423611	2.45	0.285	292694.953611	4.01666666667	8.36666666667	
12136.8969697	7.72727272727	5.51515151515	6.37878787879	19079.3515152	142.424242424	4.11818181818	0.372727272727	1896.24242424	25817371.8907	37.5587048886	9.05332093013	17.6909039554	83480143.5476	4521.70922199	41.4028724019	0.394885799854	407521.337618	36.3393939394	76.0121212121	
12045.9647059	6.52941176471	5.31764705882	7.0	19269.7647059	164.894117647	3.43529411765	0.929411764705	1865.0	16273790.5493	14.6849413236	11.1847697879	15.9633566672	81713803.3958	3615.29549939	79.8502188867	0.651598425487	326162.238421	13.9176470588	23.5411764706	
